text,target
@JoKnowles You guys look adorable! Great work on the costumes ,positive
overtime at work????? not worth it.. ,negative
http://twitpic.com/7yhvm - Rain makes my hair wet and un-straight. ,negative
@topmomma Just added my blog but forgot the /blog on my URL submission. www.snappyfinds.com/blog ,negative
@everabstract We're having Leeky Linguine with shrimp and sour dough bread on the side. It's super easy to cook and tastes delicious ,positive
@Linooo No I had to call him for a &quot;lil chat&quot;. Why? ,positive
"@amusical1 Not cooperating, huh? Sorry, that sucks., consarnit ",negative
@indithunder HAHAHA i â¥ pashaaaa i miss you both ,negative
"@MrsPinkyIvory  And i knoww girl!!! I but in the game before that tho LeBron was beastin, i thought they had it, but it was all bad ",negative
@krupali hi friend of my brother! ,positive
@disti miss marples was delish! photos soon ,positive
So sad about Farrah Fawcett. ,negative
@jasmyne7575 that's really weird that I didn't get it ,negative
@GypsyQue3n No one wants to snatch the granny title from anyone.. I'm really a granny. We're both grannies. I've just been really tired. ,negative
@haleyxfax &amp; I DON'T dig the lack of love. We're going through withdrawls? We miss the lurklove  Where oh were have our boys gone? lol-ish,negative
going to @fearlesslauren 's party. rocking to nickelback ,positive
@cmglothlin  My fault for still being in love with him. He's such a jerk sometimes.,negative
@micromim @rochester_crime My NIH grant got 37 percentile- I'm getting weary getting those kind of scores  no dancing for me,negative
"Still grinding academically. I hope everyone else is out enjoying the nice weather, if that applies to where you are. ",positive
iyeeapp! lg lmbt lg bagus.. i'm not prepareedddd! ,positive
"In great spirits due to a beautiful day in a great city, plans for shopping, and an anticipated visitor later... ",positive
"Just got back from lunch and shopping at Victoria's Secret, ",positive
.....rain clouds clearing up....now I wish I was home again.... ,negative
"@jordanknight  Good morning Jordan! I have been up for 2 hours already! must be nice to sleep in, lol ",positive
@xxTylerxoxo I listen to hip hop xD. and and hardcore music. ,negative
@buckhollywood sorry!!!!!!! continue music? ,positive
@tvweek_joe @thejoeball And this fall you'll get to hear young people bitch about Leno ,positive
"@rgoodchild yeah it made a great noise, and tripped the house circuit breaker. Good Times. $200 worth of parts too ",negative
"Meeting fail, nothing resolved. Going to be a rough week ",negative
I know if I go back to sleep I won't wake up until an hour before I go to work or something but I'm tirrrred ,negative
twitter's slow....  can't see ur updates...  ;),negative
@mellonikan thank you ,positive
@djdimepiece  Ofcourse u do..but work comes 1st...and u gon miss the BIG announcement. ,positive
@LeslieRoark but i just figured it out.. now i feel like an idiot for not backing them up before ,negative
"in the car stuck in traffic, once again ",negative
"@RenoJacy Wow, who doesn't love me? Mama doesn't ",negative
@Phooto sounds like a good guide book Phoooooto ,positive
@itszikki yooo.. im goin to sleep.. call my cell real quick if you wanna  i love you and miss you. goodnight.,positive
@DubarryMcfly yeah  that would be so cool! i want next weekend to hurry up now so i can do it lol xxx,positive
@Rob_Hoffman You won't be seeing me this summer.  It's too bad too b/c you're missing out on complete awesomeness here. haha,negative
lovin this sunshine   @boydface was amazingg last night! i love jp,positive
@Deathwishedx3 what hands tasg asesu? i have my book too ,negative
@Lovelyera you're on Twitter!!!!! Start updating. Doooi it ,positive
is off to the gym... to do some hectic cardio training ,positive
" Leaving for the mall soon. Then seeing 'Drag Me to Hell' After that, staying at Tessa's. Graduation tomorrow =( Loveeee &lt;33",positive
@retromummy no matter how many times you watch it - I still cry ,negative
"@ktabin Exactly, which is why I suggested it. ",positive
@cazob then jb wiill sweep you up and take you with them ,positive
@Muzzzza deciding between an iMac &amp; Mac Mini now..  Mac Mini I can get bigger screens in future if I wanted.. hmmm,negative
South Africa have done it again ,negative
polarize pictures  I'm looking foward to buy a polaroid instant camera &lt;3,positive
"Ugh, breakfast did not make my stomach happy ",negative
baaaaaaaaaah.  tired and dont wanna be awake right now.....getting ready for work then sitting in the mall until 4pm ,negative
"@cloverdash I'm sorry about Freddie, love  &lt;3 Hope you're ok!",negative
rebecca minkoff sample sale ... website down ... ,negative
"@mileycyrus my 10 year old grandson son is here with me, he would LOVE it if you would tell him hi. His name is Tyler. ",positive
@DomCorleone pssh just working : \ but hey I can't complain lol hope you have a good day ,positive
"I have just decided my job when I grow up is going to be, work for the jonas brothers and help create their tour ",positive
OFFLINE ,positive
"My day so far, laundry, trip into town, back home.  Now am going to have a well deserved break before lunch then a visit to the library ",positive
owl city is playing at chain in october too bad im not gonna be here for that ,negative
@annabelle327 I know I am having Annbandonment and Franbandonment issues  At least I will have Fran on Wednesday and Sunday.,negative
@AdorkableMellie thank you mellie! they wanted a show look ,positive
Fast Food For Lunch! ,negative
i really need to do some laundry... but i sooooo don't feel like it... lotta pain in my jaw today  shouldn't it be better by now!?,negative
Is super sick. Sucky. ,negative
i love italians. they have the best food.. &amp; boys  loadin up on the carbs!,positive
"@suzylake Awe, your baby is in kindergarten. ",negative
"omg, failed on motorcycle driving test, but I found a motorcycle for 1010ï¿½ now ",positive
@hillsongunited can't wait to worship with you guys tonight. it'll be so much fun ,positive
new greenday song in my head. ,positive
@PrincessSuperC have fun Cici  hope the concert was amazing^^ will u support Brit on her concert in Germany too? hope to see u there then*,positive
@TwiExaminer hey! I heard he just came back or is on his way back from the Cannes. BTW: I'm Resse ,positive
"Stay @ home today to Review  tomorrow, TANNING!!",negative
@melissaxroo LOL yeah she hecka reminded me of you. well i asked my dad &amp; he said fri &amp; sat your parents tryna go camping! DONT GOO! ,negative
"@Sprite_3  Lol im glad, you learn something new every day ;) haha xo",positive
@ddlovato sana claus s tru you are so very pretty ,positive
@SlainwithSatan yes meet him in vegas last year ,positive
@alexpl411 lol thank you love that made the boredom go away for a lil ,positive
Suppose to leave no later than 3. It is 5. 550 miles to drive. Saying goodbye to those you love sucks. ,negative
good night twitters... heading to nyc to buy stuff for my project ,negative
the one thing in life that bugs me the most - smokers. I can't believe that so many people still do that!!!  It's disgusting!!!,negative
@jamiemcflyx Thanks ,positive
Just attempting to watch Quantum of Solace again after leaving it disappointed sometime ago... Yes it is as crap as I remembered ,negative
damn place!!!i hate it ,negative
"@vololdemort yeah that's cool  hope the presentation went well, tell me about it tomorrow! xxx",positive
"listening roxana puente song &quot;hoy me arrepiento&quot; very cool song, she is a good singer ",positive
bye cor ,negative
not on the mood for food!  but thank God I'm not(yet) eating disorder or something...,negative
"... #MySQL: Less I forget, that only works for single character substrings ",negative
is down with the sickness ,negative
"@loz_xx i didnt, i dropped the table on it yesterday at krew... ",negative
Ea starting now gonna see some Rage left4dead2 and star wars online ,positive
@sampan22 Oh no!! best stick to flipflops tomo  I will LOVE the dvds guarenteed. Me and Gabs have scheduled next sat night in for a festx,positive
@Cody_K GET OUT!  I'm so gonna cry now.,negative
Sooo tired but I can't sleep ,negative
"@Banksyart2 I started off just messaging new peeps that appeared on old account, but then thought may as well work my way back... ",positive
Leaving for JC in a few minutes. Going to be a tiring day. ,positive
@DanWarp http://twitpic.com/5cmti - that griffin guy is HOT!!  and he was cute in the episode 2.. peewee babies.. lol,positive
"@devhammer #ChiTellMSFT  Absolutely, wasn't knocking it! But the disclaimer to check UGSS first is a definite must. ",positive
Why is everyone except me seeing Drag Me To Hell? No fair. ,negative
@mz_icandy of course I will... lmbo (I wish I was talking to Thomas)  his b-day is tomorrow and the crew supposed to hang out...,negative
@vimalg2 But I'm still writing code  Can't tear myself away ,negative
"@TiffanySoAmazin. Put a smile on. Everybody come on, put a smile on ",positive
Shopping with sis and Alex... I don't feel like shopping when on vacation ,negative
@ceejux: whenever i get the chance. I work and have no car ,negative
watching nancy grace... in the mood 2 go shopping tomorrow ,positive
watched half of the grudge 3. couldn't bear anymore. that movie is TERRIBLE. ,negative
thanks @msoop . I just decided to drop though...  I'm really not happy about it but a&amp;p just doesn't click for me,negative
@AndrewKungPhoto  nopers... dreadful I know.,negative
@chrisguitar89 well then go for it! ,positive
@TarynP Excellent idea for WIN! event. ,positive
@chriscattaneo thank you for the retweet ,positive
"Danity Kane: good voices, funny and sentimentals songs  a good R&amp;B group ",positive
is kinda shocked. Hearin' from him made me not worry bout it so much....uh oh...I'm slackin...he might be gettin to me  i kinda like it,positive
Too much travel and still in Paris  now we have to get a shuttle to the other terminal...,negative
